_id;departure_airports_data;arrival_airports_data;aircrafts_id;flight_no ;scheduled_departure;scheduled_arrival;status;actual_departure;actual_arrival
797;DME;GRV;CR2;PG0045;2017-07-30 15:45:00+07;2017-07-30 17:50:00+07;Arrived;2017-07-30 15:48:00+07;2017-07-30 17:54:00+07
798;DME;GRV;CR2;PG0045;2017-07-22 15:45:00+07;2017-07-22 17:50:00+07;Arrived;2017-07-22 15:49:00+07;2017-07-22 17:53:00+07
799;DME;GRV;CR2;PG0045;2017-09-12 15:45:00+07;2017-09-12 17:50:00+07;Scheduled;;
800;DME;GRV;CR2;PG0045;2017-07-19 15:45:00+07;2017-07-19 17:50:00+07;Arrived;2017-07-19 15:47:00+07;2017-07-19 17:54:00+07
801;DME;GRV;CR2;PG0045;2017-08-03 15:45:00+07;2017-08-03 17:50:00+07;Arrived;2017-08-03 15:48:00+07;2017-08-03 17:53:00+07
802;DME;GRV;CR2;PG0045;2017-08-18 15:45:00+07;2017-08-18 17:50:00+07;Scheduled;;
803;DME;GRV;CR2;PG0045;2017-09-08 15:45:00+07;2017-09-08 17:50:00+07;Scheduled;;
804;DME;GRV;CR2;PG0045;2017-08-29 15:45:00+07;2017-08-29 17:50:00+07;Scheduled;;
805;DME;GRV;CR2;PG0045;2017-08-31 15:45:00+07;2017-08-31 17:50:00+07;Scheduled;;
806;DME;GRV;CR2;PG0045;2017-07-17 15:45:00+07;2017-07-17 17:50:00+07;Arrived;2017-07-17 15:47:00+07;2017-07-17 17:52:00+07
807;DME;GRV;CR2;PG0045;2017-09-14 15:45:00+07;2017-09-14 17:50:00+07;Cancelled;;
808;DME;GRV;CR2;PG0045;2017-07-27 15:45:00+07;2017-07-27 17:50:00+07;Arrived;2017-07-27 15:47:00+07;2017-07-27 17:54:00+07
809;DME;GRV;CR2;PG0045;2017-08-02 15:45:00+07;2017-08-02 17:50:00+07;Arrived;2017-08-02 15:46:00+07;2017-08-02 17:50:00+07
810;DME;GRV;CR2;PG0045;2017-08-26 15:45:00+07;2017-08-26 17:50:00+07;Scheduled;;
811;DME;GRV;CR2;PG0045;2017-08-04 15:45:00+07;2017-08-04 17:50:00+07;Arrived;2017-08-04 15:48:00+07;2017-08-04 17:53:00+07
812;DME;GRV;CR2;PG0045;2017-08-25 15:45:00+07;2017-08-25 17:50:00+07;Scheduled;;
813;DME;GRV;CR2;PG0045;2017-09-03 15:45:00+07;2017-09-03 17:50:00+07;Scheduled;;
814;DME;GRV;CR2;PG0045;2017-08-24 15:45:00+07;2017-08-24 17:50:00+07;Scheduled;;
815;DME;GRV;CR2;PG0045;2017-08-21 15:45:00+07;2017-08-21 17:50:00+07;Scheduled;;
816;DME;GRV;CR2;PG0045;2017-07-26 15:45:00+07;2017-07-26 17:50:00+07;Arrived;2017-07-26 15:49:00+07;2017-07-26 17:55:00+07
817;DME;GRV;CR2;PG0045;2017-08-16 15:45:00+07;2017-08-16 17:50:00+07;On Time;;
818;DME;GRV;CR2;PG0045;2017-08-11 15:45:00+07;2017-08-11 17:50:00+07;Arrived;2017-08-11 15:46:00+07;2017-08-11 17:51:00+07
819;DME;GRV;CR2;PG0045;2017-08-07 15:45:00+07;2017-08-07 17:50:00+07;Arrived;2017-08-07 15:45:00+07;2017-08-07 17:50:00+07
820;DME;GRV;CR2;PG0045;2017-08-23 15:45:00+07;2017-08-23 17:50:00+07;Scheduled;;
821;DME;GRV;CR2;PG0045;2017-07-24 15:45:00+07;2017-07-24 17:50:00+07;Arrived;2017-07-24 15:48:00+07;2017-07-24 17:51:00+07
822;DME;GRV;CR2;PG0045;2017-09-05 15:45:00+07;2017-09-05 17:50:00+07;Scheduled;;
823;DME;GRV;CR2;PG0045;2017-07-16 15:45:00+07;2017-07-16 17:50:00+07;Arrived;2017-07-16 15:48:00+07;2017-07-16 17:54:00+07
824;DME;GRV;CR2;PG0045;2017-07-21 15:45:00+07;2017-07-21 17:50:00+07;Arrived;2017-07-21 15:51:00+07;2017-07-21 17:57:00+07
825;DME;GRV;CR2;PG0045;2017-08-30 15:45:00+07;2017-08-30 17:50:00+07;Scheduled;;
826;DME;GRV;CR2;PG0045;2017-09-10 15:45:00+07;2017-09-10 17:50:00+07;Scheduled;;
827;DME;GRV;CR2;PG0045;2017-08-17 15:45:00+07;2017-08-17 17:50:00+07;Scheduled;;
828;DME;GRV;CR2;PG0045;2017-07-23 15:45:00+07;2017-07-23 17:50:00+07;Arrived;2017-07-23 15:47:00+07;2017-07-23 17:53:00+07
829;DME;GRV;CR2;PG0045;2017-07-29 15:45:00+07;2017-07-29 17:50:00+07;Arrived;2017-07-29 15:50:00+07;2017-07-29 17:55:00+07
830;DME;GRV;CR2;PG0045;2017-08-05 15:45:00+07;2017-08-05 17:50:00+07;Arrived;2017-08-05 15:47:00+07;2017-08-05 17:53:00+07
831;DME;GRV;CR2;PG0045;2017-09-09 15:45:00+07;2017-09-09 17:50:00+07;Scheduled;;
832;DME;GRV;CR2;PG0045;2017-09-11 15:45:00+07;2017-09-11 17:50:00+07;Scheduled;;
833;DME;GRV;CR2;PG0045;2017-09-02 15:45:00+07;2017-09-02 17:50:00+07;Scheduled;;
834;DME;GRV;CR2;PG0045;2017-08-08 15:45:00+07;2017-08-08 17:50:00+07;Arrived;2017-08-08 15:48:00+07;2017-08-08 17:53:00+07
835;DME;GRV;CR2;PG0045;2017-08-09 15:45:00+07;2017-08-09 17:50:00+07;Arrived;2017-08-09 15:48:00+07;2017-08-09 17:54:00+07
836;DME;GRV;CR2;PG0045;2017-09-04 15:45:00+07;2017-09-04 17:50:00+07;Scheduled;;
837;DME;GRV;CR2;PG0045;2017-08-01 15:45:00+07;2017-08-01 17:50:00+07;Arrived;2017-08-01 15:46:00+07;2017-08-01 17:51:00+07
838;DME;GRV;CR2;PG0045;2017-07-25 15:45:00+07;2017-07-25 17:50:00+07;Arrived;2017-07-25 15:50:00+07;2017-07-25 17:54:00+07
839;DME;GRV;CR2;PG0045;2017-09-01 15:45:00+07;2017-09-01 17:50:00+07;Scheduled;;
840;DME;GRV;CR2;PG0045;2017-07-31 15:45:00+07;2017-07-31 17:50:00+07;Arrived;2017-07-31 19:12:00+07;2017-07-31 21:15:00+07
841;DME;GRV;CR2;PG0045;2017-07-28 15:45:00+07;2017-07-28 17:50:00+07;Arrived;2017-07-28 15:47:00+07;2017-07-28 17:52:00+07
842;DME;GRV;CR2;PG0045;2017-07-20 15:45:00+07;2017-07-20 17:50:00+07;Arrived;2017-07-20 15:48:00+07;2017-07-20 17:54:00+07
843;DME;GRV;CR2;PG0045;2017-08-10 15:45:00+07;2017-08-10 17:50:00+07;Arrived;2017-08-10 15:51:00+07;2017-08-10 17:56:00+07
844;DME;GRV;CR2;PG0045;2017-08-22 15:45:00+07;2017-08-22 17:50:00+07;Scheduled;;
845;DME;GRV;CR2;PG0045;2017-08-27 15:45:00+07;2017-08-27 17:50:00+07;Scheduled;;
846;DME;GRV;CR2;PG0045;2017-08-19 15:45:00+07;2017-08-19 17:50:00+07;Scheduled;;
847;DME;GRV;CR2;PG0045;2017-09-13 15:45:00+07;2017-09-13 17:50:00+07;Scheduled;;
848;DME;GRV;CR2;PG0045;2017-09-07 15:45:00+07;2017-09-07 17:50:00+07;Scheduled;;
849;DME;GRV;CR2;PG0045;2017-08-13 15:45:00+07;2017-08-13 17:50:00+07;Arrived;2017-08-13 15:49:00+07;2017-08-13 17:54:00+07
850;DME;GRV;CR2;PG0045;2017-08-12 15:45:00+07;2017-08-12 17:50:00+07;Arrived;2017-08-12 15:49:00+07;2017-08-12 17:54:00+07
851;DME;GRV;CR2;PG0045;2017-08-14 15:45:00+07;2017-08-14 17:50:00+07;Arrived;2017-08-14 15:49:00+07;2017-08-14 17:53:00+07
852;DME;GRV;CR2;PG0045;2017-07-18 15:45:00+07;2017-07-18 17:50:00+07;Arrived;2017-07-18 15:48:00+07;2017-07-18 17:52:00+07
853;DME;GRV;CR2;PG0045;2017-09-06 15:45:00+07;2017-09-06 17:50:00+07;Scheduled;;
854;DME;GRV;CR2;PG0045;2017-08-28 15:45:00+07;2017-08-28 17:50:00+07;Scheduled;;
855;DME;PES;CR2;PG0341;2017-08-09 14:50:00+07;2017-08-09 15:55:00+07;Arrived;2017-08-09 14:54:00+07;2017-08-09 16:00:00+07
856;DME;PES;CR2;PG0341;2017-07-28 14:50:00+07;2017-07-28 15:55:00+07;Arrived;2017-07-28 14:54:00+07;2017-07-28 15:59:00+07
857;DME;PES;CR2;PG0341;2017-08-19 14:50:00+07;2017-08-19 15:55:00+07;Scheduled;;
858;DME;PES;CR2;PG0341;2017-09-02 14:50:00+07;2017-09-02 15:55:00+07;Scheduled;;
859;DME;PES;CR2;PG0341;2017-09-14 14:50:00+07;2017-09-14 15:55:00+07;Cancelled;;
860;DME;PES;CR2;PG0341;2017-08-14 14:50:00+07;2017-08-14 15:55:00+07;Arrived;2017-08-14 14:54:00+07;2017-08-14 15:58:00+07
861;DME;PES;CR2;PG0341;2017-07-21 14:50:00+07;2017-07-21 15:55:00+07;Arrived;2017-07-21 14:53:00+07;2017-07-21 15:57:00+07
862;DME;PES;CR2;PG0341;2017-07-17 14:50:00+07;2017-07-17 15:55:00+07;Arrived;2017-07-17 14:52:00+07;2017-07-17 15:56:00+07
863;DME;PES;CR2;PG0341;2017-07-29 14:50:00+07;2017-07-29 15:55:00+07;Arrived;2017-07-29 14:53:00+07;2017-07-29 15:59:00+07
864;DME;PES;CR2;PG0341;2017-08-18 14:50:00+07;2017-08-18 15:55:00+07;Scheduled;;
865;DME;PES;CR2;PG0341;2017-08-11 14:50:00+07;2017-08-11 15:55:00+07;Arrived;2017-08-11 14:52:00+07;2017-08-11 15:57:00+07
866;DME;PES;CR2;PG0341;2017-08-05 14:50:00+07;2017-08-05 15:55:00+07;Arrived;2017-08-05 14:55:00+07;2017-08-05 16:00:00+07
867;DME;PES;CR2;PG0341;2017-08-22 14:50:00+07;2017-08-22 15:55:00+07;Scheduled;;
868;DME;PES;CR2;PG0341;2017-09-01 14:50:00+07;2017-09-01 15:55:00+07;Scheduled;;
869;DME;PES;CR2;PG0341;2017-09-08 14:50:00+07;2017-09-08 15:55:00+07;Scheduled;;
870;DME;PES;CR2;PG0341;2017-07-19 14:50:00+07;2017-07-19 15:55:00+07;Arrived;2017-07-19 14:53:00+07;2017-07-19 15:58:00+07
871;DME;PES;CR2;PG0341;2017-07-26 14:50:00+07;2017-07-26 15:55:00+07;Arrived;2017-07-26 14:51:00+07;2017-07-26 15:56:00+07
872;DME;PES;CR2;PG0341;2017-08-27 14:50:00+07;2017-08-27 15:55:00+07;Scheduled;;
873;DME;PES;CR2;PG0341;2017-09-12 14:50:00+07;2017-09-12 15:55:00+07;Scheduled;;
874;DME;PES;CR2;PG0341;2017-08-29 14:50:00+07;2017-08-29 15:55:00+07;Scheduled;;
875;DME;PES;CR2;PG0341;2017-08-04 14:50:00+07;2017-08-04 15:55:00+07;Arrived;2017-08-04 14:54:00+07;2017-08-04 15:59:00+07
876;DME;PES;CR2;PG0341;2017-09-11 14:50:00+07;2017-09-11 15:55:00+07;Scheduled;;
877;DME;PES;CR2;PG0341;2017-08-20 14:50:00+07;2017-08-20 15:55:00+07;Scheduled;;
878;DME;PES;CR2;PG0341;2017-08-01 14:50:00+07;2017-08-01 15:55:00+07;Arrived;2017-08-01 14:53:00+07;2017-08-01 15:58:00+07
879;DME;PES;CR2;PG0341;2017-08-02 14:50:00+07;2017-08-02 15:55:00+07;Arrived;2017-08-02 14:51:00+07;2017-08-02 15:56:00+07
880;DME;PES;CR2;PG0341;2017-09-07 14:50:00+07;2017-09-07 15:55:00+07;Scheduled;;
881;DME;PES;CR2;PG0341;2017-08-26 14:50:00+07;2017-08-26 15:55:00+07;Scheduled;;
882;DME;PES;CR2;PG0341;2017-08-25 14:50:00+07;2017-08-25 15:55:00+07;Scheduled;;
883;DME;PES;CR2;PG0341;2017-09-06 14:50:00+07;2017-09-06 15:55:00+07;Scheduled;;
884;DME;PES;CR2;PG0341;2017-08-28 14:50:00+07;2017-08-28 15:55:00+07;Scheduled;;
885;DME;PES;CR2;PG0341;2017-08-03 14:50:00+07;2017-08-03 15:55:00+07;Arrived;2017-08-03 14:55:00+07;2017-08-03 16:00:00+07
886;DME;PES;CR2;PG0341;2017-08-10 14:50:00+07;2017-08-10 15:55:00+07;Arrived;2017-08-10 14:55:00+07;2017-08-10 15:59:00+07
887;DME;PES;CR2;PG0341;2017-09-05 14:50:00+07;2017-09-05 15:55:00+07;Scheduled;;
888;DME;PES;CR2;PG0341;2017-08-13 14:50:00+07;2017-08-13 15:55:00+07;Arrived;2017-08-13 18:09:00+07;2017-08-13 19:15:00+07
889;DME;PES;CR2;PG0341;2017-08-12 14:50:00+07;2017-08-12 15:55:00+07;Arrived;2017-08-12 14:52:00+07;2017-08-12 15:57:00+07
890;DME;PES;CR2;PG0341;2017-08-23 14:50:00+07;2017-08-23 15:55:00+07;Scheduled;;
891;DME;PES;CR2;PG0341;2017-09-03 14:50:00+07;2017-09-03 15:55:00+07;Scheduled;;
892;DME;PES;CR2;PG0341;2017-09-13 14:50:00+07;2017-09-13 15:55:00+07;Scheduled;;
893;DME;PES;CR2;PG0341;2017-07-31 14:50:00+07;2017-07-31 15:55:00+07;Arrived;2017-07-31 14:53:00+07;2017-07-31 15:58:00+07
894;DME;PES;CR2;PG0341;2017-07-23 14:50:00+07;2017-07-23 15:55:00+07;Arrived;2017-07-23 14:56:00+07;2017-07-23 16:00:00+07
895;DME;PES;CR2;PG0341;2017-07-22 14:50:00+07;2017-07-22 15:55:00+07;Arrived;2017-07-22 14:50:00+07;2017-07-22 15:55:00+07
896;DME;PES;CR2;PG0341;2017-08-21 14:50:00+07;2017-08-21 15:55:00+07;Scheduled;;
897;DME;PES;CR2;PG0341;2017-07-20 14:50:00+07;2017-07-20 15:55:00+07;Arrived;2017-07-20 14:54:00+07;2017-07-20 15:59:00+07
898;DME;PES;CR2;PG0341;2017-08-16 14:50:00+07;2017-08-16 15:55:00+07;On Time;;
899;DME;PES;CR2;PG0341;2017-07-18 14:50:00+07;2017-07-18 15:55:00+07;Arrived;2017-07-18 14:54:00+07;2017-07-18 15:58:00+07
900;DME;PES;CR2;PG0341;2017-08-24 14:50:00+07;2017-08-24 15:55:00+07;Scheduled;;
901;DME;PES;CR2;PG0341;2017-09-04 14:50:00+07;2017-09-04 15:55:00+07;Scheduled;;
902;DME;PES;CR2;PG0341;2017-08-07 14:50:00+07;2017-08-07 15:55:00+07;Arrived;2017-08-07 14:51:00+07;2017-08-07 15:56:00+07
903;DME;PES;CR2;PG0341;2017-07-25 14:50:00+07;2017-07-25 15:55:00+07;Arrived;2017-07-25 14:53:00+07;2017-07-25 15:59:00+07
904;DME;PES;CR2;PG0341;2017-08-06 14:50:00+07;2017-08-06 15:55:00+07;Arrived;2017-08-06 17:56:00+07;2017-08-06 19:01:00+07
905;DME;PES;CR2;PG0341;2017-08-15 14:50:00+07;2017-08-15 15:55:00+07;Arrived;2017-08-15 14:51:00+07;2017-08-15 15:56:00+07
906;DME;PES;CR2;PG0341;2017-07-27 14:50:00+07;2017-07-27 15:55:00+07;Arrived;2017-07-27 14:53:00+07;2017-07-27 15:57:00+07
907;DME;PES;CR2;PG0341;2017-08-08 14:50:00+07;2017-08-08 15:55:00+07;Arrived;2017-08-08 14:51:00+07;2017-08-08 15:56:00+07
908;DME;PES;CR2;PG0341;2017-08-17 14:50:00+07;2017-08-17 15:55:00+07;Scheduled;;
909;DME;PES;CR2;PG0341;2017-09-10 14:50:00+07;2017-09-10 15:55:00+07;Scheduled;;
910;DME;PES;CR2;PG0341;2017-07-30 14:50:00+07;2017-07-30 15:55:00+07;Arrived;2017-07-30 14:53:00+07;2017-07-30 15:58:00+07
911;DME;PES;CR2;PG0341;2017-08-31 14:50:00+07;2017-08-31 15:55:00+07;Scheduled;;
912;DME;PES;CR2;PG0341;2017-07-16 14:50:00+07;2017-07-16 15:55:00+07;Arrived;2017-07-16 14:52:00+07;2017-07-16 15:58:00+07
913;DME;PES;CR2;PG0341;2017-09-09 14:50:00+07;2017-09-09 15:55:00+07;Scheduled;;
914;DME;PES;CR2;PG0341;2017-07-24 14:50:00+07;2017-07-24 15:55:00+07;Arrived;2017-07-24 14:54:00+07;2017-07-24 15:59:00+07
915;DME;PES;CR2;PG0341;2017-08-30 14:50:00+07;2017-08-30 15:55:00+07;Scheduled;;
916;DME;NJC;CR2;PG0368;2017-09-05 19:35:00+07;2017-09-05 22:50:00+07;Scheduled;;
917;DME;NJC;CR2;PG0368;2017-08-03 19:35:00+07;2017-08-03 22:50:00+07;Arrived;2017-08-03 19:41:00+07;2017-08-03 22:55:00+07
918;DME;NJC;CR2;PG0368;2017-08-31 19:35:00+07;2017-08-31 22:50:00+07;Scheduled;;
919;DME;NJC;CR2;PG0368;2017-08-04 19:35:00+07;2017-08-04 22:50:00+07;Arrived;2017-08-04 19:37:00+07;2017-08-04 22:48:00+07
920;DME;NJC;CR2;PG0368;2017-08-05 19:35:00+07;2017-08-05 22:50:00+07;Arrived;2017-08-05 19:40:00+07;2017-08-05 22:53:00+07
921;DME;NJC;CR2;PG0368;2017-09-04 19:35:00+07;2017-09-04 22:50:00+07;Scheduled;;
922;DME;NJC;CR2;PG0368;2017-09-10 19:35:00+07;2017-09-10 22:50:00+07;Scheduled;;
923;DME;NJC;CR2;PG0368;2017-07-16 19:35:00+07;2017-07-16 22:50:00+07;Arrived;2017-07-16 19:36:00+07;2017-07-16 22:46:00+07
924;DME;NJC;CR2;PG0368;2017-07-26 19:35:00+07;2017-07-26 22:50:00+07;Arrived;2017-07-26 22:31:00+07;2017-07-27 01:43:00+07
925;DME;NJC;CR2;PG0368;2017-07-29 19:35:00+07;2017-07-29 22:50:00+07;Arrived;2017-07-29 19:38:00+07;2017-07-29 22:51:00+07
926;DME;NJC;CR2;PG0368;2017-08-24 19:35:00+07;2017-08-24 22:50:00+07;Scheduled;;
927;DME;NJC;CR2;PG0368;2017-08-22 19:35:00+07;2017-08-22 22:50:00+07;Scheduled;;
928;DME;NJC;CR2;PG0368;2017-07-27 19:35:00+07;2017-07-27 22:50:00+07;Arrived;2017-07-27 19:42:00+07;2017-07-27 22:58:00+07
929;DME;NJC;CR2;PG0368;2017-08-13 19:35:00+07;2017-08-13 22:50:00+07;Arrived;2017-08-13 19:36:00+07;2017-08-13 22:49:00+07
930;DME;NJC;CR2;PG0368;2017-07-22 19:35:00+07;2017-07-22 22:50:00+07;Arrived;2017-07-22 19:38:00+07;2017-07-22 22:54:00+07
931;DME;NJC;CR2;PG0368;2017-07-19 19:35:00+07;2017-07-19 22:50:00+07;Arrived;2017-07-19 19:36:00+07;2017-07-19 22:54:00+07
932;DME;NJC;CR2;PG0368;2017-08-01 19:35:00+07;2017-08-01 22:50:00+07;Arrived;2017-08-01 19:38:00+07;2017-08-01 22:54:00+07
933;DME;NJC;CR2;PG0368;2017-09-01 19:35:00+07;2017-09-01 22:50:00+07;Scheduled;;
934;DME;NJC;CR2;PG0368;2017-09-02 19:35:00+07;2017-09-02 22:50:00+07;Scheduled;;
935;DME;NJC;CR2;PG0368;2017-09-14 19:35:00+07;2017-09-14 22:50:00+07;Cancelled;;
936;DME;NJC;CR2;PG0368;2017-08-25 19:35:00+07;2017-08-25 22:50:00+07;Scheduled;;
937;DME;NJC;CR2;PG0368;2017-09-08 19:35:00+07;2017-09-08 22:50:00+07;Scheduled;;
938;DME;NJC;CR2;PG0368;2017-07-23 19:35:00+07;2017-07-23 22:50:00+07;Arrived;2017-07-23 19:42:00+07;2017-07-23 22:59:00+07
939;DME;NJC;CR2;PG0368;2017-08-09 19:35:00+07;2017-08-09 22:50:00+07;Arrived;2017-08-09 19:37:00+07;2017-08-09 22:51:00+07
940;DME;NJC;CR2;PG0368;2017-07-21 19:35:00+07;2017-07-21 22:50:00+07;Arrived;2017-07-21 19:36:00+07;2017-07-21 22:55:00+07
941;DME;NJC;CR2;PG0368;2017-07-18 19:35:00+07;2017-07-18 22:50:00+07;Arrived;2017-07-18 19:36:00+07;2017-07-18 22:49:00+07
942;DME;NJC;CR2;PG0368;2017-08-11 19:35:00+07;2017-08-11 22:50:00+07;Arrived;2017-08-11 19:37:00+07;2017-08-11 22:53:00+07
943;DME;NJC;CR2;PG0368;2017-07-31 19:35:00+07;2017-07-31 22:50:00+07;Arrived;2017-07-31 19:38:00+07;2017-07-31 22:52:00+07
944;DME;NJC;CR2;PG0368;2017-08-12 19:35:00+07;2017-08-12 22:50:00+07;Arrived;2017-08-12 19:39:00+07;2017-08-12 22:52:00+07
945;DME;NJC;CR2;PG0368;2017-08-02 19:35:00+07;2017-08-02 22:50:00+07;Arrived;2017-08-02 19:41:00+07;2017-08-02 22:59:00+07
946;DME;NJC;CR2;PG0368;2017-09-03 19:35:00+07;2017-09-03 22:50:00+07;Scheduled;;
947;DME;NJC;CR2;PG0368;2017-08-07 19:35:00+07;2017-08-07 22:50:00+07;Arrived;2017-08-07 19:36:00+07;2017-08-07 22:54:00+07
948;DME;NJC;CR2;PG0368;2017-07-17 19:35:00+07;2017-07-17 22:50:00+07;Arrived;2017-07-17 19:40:00+07;2017-07-17 22:59:00+07
949;DME;NJC;CR2;PG0368;2017-08-18 19:35:00+07;2017-08-18 22:50:00+07;Scheduled;;
950;DME;NJC;CR2;PG0368;2017-07-25 19:35:00+07;2017-07-25 22:50:00+07;Arrived;2017-07-25 19:38:00+07;2017-07-25 22:52:00+07
951;DME;NJC;CR2;PG0368;2017-08-08 19:35:00+07;2017-08-08 22:50:00+07;Arrived;2017-08-08 19:38:00+07;2017-08-08 22:53:00+07
952;DME;NJC;CR2;PG0368;2017-08-20 19:35:00+07;2017-08-20 22:50:00+07;Scheduled;;
953;DME;NJC;CR2;PG0368;2017-07-24 19:35:00+07;2017-07-24 22:50:00+07;Arrived;2017-07-24 19:37:00+07;2017-07-24 22:56:00+07
954;DME;NJC;CR2;PG0368;2017-09-13 19:35:00+07;2017-09-13 22:50:00+07;Scheduled;;
955;DME;NJC;CR2;PG0368;2017-08-06 19:35:00+07;2017-08-06 22:50:00+07;Arrived;2017-08-06 23:29:00+07;2017-08-07 02:49:00+07
956;DME;NJC;CR2;PG0368;2017-08-29 19:35:00+07;2017-08-29 22:50:00+07;Scheduled;;
957;DME;NJC;CR2;PG0368;2017-08-10 19:35:00+07;2017-08-10 22:50:00+07;Arrived;2017-08-10 19:37:00+07;2017-08-10 22:51:00+07
958;DME;NJC;CR2;PG0368;2017-08-17 19:35:00+07;2017-08-17 22:50:00+07;Scheduled;;
959;DME;NJC;CR2;PG0368;2017-08-19 19:35:00+07;2017-08-19 22:50:00+07;Scheduled;;
960;DME;NJC;CR2;PG0368;2017-08-26 19:35:00+07;2017-08-26 22:50:00+07;Scheduled;;
961;DME;NJC;CR2;PG0368;2017-08-21 19:35:00+07;2017-08-21 22:50:00+07;Scheduled;;
962;DME;NJC;CR2;PG0368;2017-09-12 19:35:00+07;2017-09-12 22:50:00+07;Scheduled;;
963;DME;NJC;CR2;PG0368;2017-09-11 19:35:00+07;2017-09-11 22:50:00+07;Scheduled;;
964;DME;NJC;CR2;PG0368;2017-08-23 19:35:00+07;2017-08-23 22:50:00+07;Scheduled;;
965;DME;NJC;CR2;PG0368;2017-09-09 19:35:00+07;2017-09-09 22:50:00+07;Scheduled;;
966;DME;NJC;CR2;PG0368;2017-07-30 19:35:00+07;2017-07-30 22:50:00+07;Arrived;2017-07-30 19:38:00+07;2017-07-30 22:54:00+07
967;DME;NJC;CR2;PG0368;2017-08-16 19:35:00+07;2017-08-16 22:50:00+07;On Time;;
968;DME;NJC;CR2;PG0368;2017-08-28 19:35:00+07;2017-08-28 22:50:00+07;Scheduled;;
969;DME;NJC;CR2;PG0368;2017-09-06 19:35:00+07;2017-09-06 22:50:00+07;Scheduled;;
970;DME;NJC;CR2;PG0368;2017-07-20 19:35:00+07;2017-07-20 22:50:00+07;Arrived;2017-07-20 19:39:00+07;2017-07-20 22:50:00+07
971;DME;NJC;CR2;PG0368;2017-08-14 19:35:00+07;2017-08-14 22:50:00+07;Arrived;2017-08-14 19:36:00+07;2017-08-14 22:52:00+07
972;DME;NJC;CR2;PG0368;2017-08-15 19:35:00+07;2017-08-15 22:50:00+07;Departed;2017-08-15 19:38:00+07;
973;DME;NJC;CR2;PG0368;2017-08-27 19:35:00+07;2017-08-27 22:50:00+07;Scheduled;;
974;DME;NJC;CR2;PG0368;2017-09-07 19:35:00+07;2017-09-07 22:50:00+07;Scheduled;;
